X1,X2
UC Irvine,Cal Poly
Cal Poly,Hawaii
Cal St. Fullerton,Cal Poly
Long Beach St.,Cal Poly
UC Irvine,Cal Poly
UC Santa Barbara,Cal Poly
Arizona St.,Cal St. Fullerton
UCF,Cal St. Fullerton
Wake Forest,Cal St. Fullerton
Cal St. Fullerton,Monmouth
Hofstra,Cal St. Fullerton
Sacramento St.,Cal St. Fullerton
Loyola Marymount,Cal St. Fullerton
Saint Mary's (CA),Cal St. Fullerton
San Francisco,Cal St. Fullerton
Nebraska,Cal St. Fullerton
Cal St. Fullerton,Portland
Washington,Cal St. Fullerton
Hawaii,Cal St. Fullerton
UC Irvine,Cal St. Fullerton
Cal St. Fullerton,UC Riverside
Cal St. Fullerton,Long Beach St.
Cal St. Fullerton,UC Santa Barbara
Cal St. Fullerton,Cal Poly
Cal St. Fullerton,CSUN
UC Irvine,Cal St. Fullerton
NA,NA
Cal St. Fullerton,Long Beach St.
Cal St. Fullerton,CSUN
Cal St. Fullerton,UC Davis
UC Santa Barbara,Cal St. Fullerton
Cal St. Fullerton,Cal Poly
UC Davis,Cal St. Fullerton
Hawaii,Cal St. Fullerton
Cal St. Fullerton,UC Davis
Cal St. Fullerton,UC Santa Barbara
UC Irvine,Cal St. Fullerton
Yale,California
California,Hampton
St. John's (NY),California
Temple,California
California,Santa Clara
Saint Mary's (CA),California
San Francisco,California
California,San Diego St.
California,Cal Poly
Fresno St.,California
California,San Jose St.
Seattle U,California
Southern California,California
UCLA,California
Arizona St.,California
Arizona,California
Washington St.,California
Washington,California
Colorado,California
Utah,California
Stanford,California
Oregon,California
Oregon St.,California
UCLA,California
Southern California,California
Arizona,California
Arizona St.,California
California,Washington
California,Washington St.
California,Stanford
Colorado,California
California Baptist,Oral Roberts
Tulsa,California Baptist
Nevada,California Baptist
Ark.-Pine Bluff,California Baptist
Howard,California Baptist
California Baptist,UC Riverside
California Baptist,Mississippi Val.
UC Irvine,California Baptist
California Baptist,Southeastern La.
California Baptist,Southern U.
California Baptist,New Mexico St.
UTRGV,California Baptist
UMKC,California Baptist
California Baptist,Chicago St.
CSU Bakersfield,California Baptist
Grand Canyon,California Baptist
Utah Valley,California Baptist
California Baptist,Seattle U
California Baptist,Chicago St.
California Baptist,UMKC
Grand Canyon,California Baptist
California Baptist,CSU Bakersfield
Seattle U,California Baptist
Utah Valley,California Baptist
California Baptist,UTRGV
New Mexico St.,California Baptist
Campbell,UNCW
Coastal Caro.,Campbell
Ohio,Campbell
Campbell,Florida A&M
Campbell,Austin Peay
Georgetown,Campbell
Abilene Christian,Campbell
The Citadel,Campbell
Austin Peay,Campbell
Campbell,Alabama St.
Miami (FL),Campbell
Campbell,Gardner-Webb
Winthrop,Campbell
Campbell,UNC Asheville
Campbell,Charleston So.
Campbell,Presbyterian
Hampton,Campbell
Campbell,Radford
Campbell,Longwood
High Point,Campbell
Campbell,USC Upstate
Campbell,Hampton
Presbyterian,Campbell
Campbell,High Point
Campbell,Longwood
Campbell,USC Upstate
Campbell,Radford
Campbell,Hampton
Gardner-Webb,Campbell
Canisius,Bucknell
Albany (NY),Canisius
Florida St.,Canisius
Villanova,Canisius
Memphis,Canisius
UAB,Canisius
St. Bonaventure,Canisius
Canisius,Robert Morris
Canisius,Elon
Holy Cross,Canisius
Buffalo,Canisius
Canisius,Marist
Canisius,Siena
Brown,Canisius
Rider,Canisius
Iona,Canisius
Canisius,Quinnipiac
Canisius,Fairfield
Canisius,Monmouth
Niagara,Canisius
Canisius,Quinnipiac
Marist,Canisius
Canisius,Rider
Canisius,Saint Peter's
Canisius,Fairfield
Manhattan,Canisius
Canisius,Monmouth
Iona,Canisius
Niagara,Canisius
Canisius,Siena
Canisius,Manhattan
Monmouth,Canisius
Missouri,Central Ark.
Pittsburgh,Central Ark.
Troy,Central Ark.
Saint Louis,Central Ark.
Central Ark.,Little Rock
Louisville,Central Ark.
Central Ark.,Little Rock
New Mexico,Central Ark.
Indiana,Central Ark.
Oklahoma St.,Central Ark.
A&M-Corpus Christi,Central Ark.
Central Ark.,Southeastern La.
Sam Houston St.,Central Ark.
Central Ark.,Lamar University
Central Ark.,Incarnate Word
Central Ark.,Nicholls St.
Central Ark.,New Orleans
Abilene Christian,Central Ark.
SFA,Central Ark.
Northwestern St.,Central Ark.
Southeastern La.,Central Ark.
Houston Baptist,Central Ark.
McNeese,Central Ark.
Nicholls St.,Central Ark.
Central Ark.,SFA
Abilene Christian,Central Ark.
Central Ark.,Sam Houston St.
Central Ark.,Northwestern St.
Central Ark.,A&M-Corpus Christi
Southeastern La.,Central Ark.
Central Conn. St.,Hartford
Georgetown,Central Conn. St.
Central Conn. St.,UMass Lowell
Austin Peay,Central Conn. St.
Central Conn. St.,Florida A&M
Loyola Marymount,Central Conn. St.
N.C. A&T,Central Conn. St.
Virginia Tech,Central Conn. St.
Providence,Central Conn. St.
Central Conn. St.,Maine
Oregon St.,Central Conn. St.
Wagner,Central Conn. St.
Sacred Heart,Central Conn. St.
Central Conn. St.,Fairleigh Dickinson
Central Conn. St.,Mount St. Mary's
Saint Francis (PA),Central Conn. St.
Robert Morris,Central Conn. St.
Bryant,Central Conn. St.
LIU Brooklyn,Central Conn. St.
Central Conn. St.,St. Francis Brooklyn
Central Conn. St.,Bryant
Saint Francis (PA),Central Conn. St.
Central Conn. St.,Robert Morris
Wagner,Central Conn. St.
St. Francis Brooklyn,Central Conn. St.
Mount St. Mary's,Central Conn. St.
Sacred Heart,Central Conn. St.
LIU Brooklyn,Central Conn. St.
Fairleigh Dickinson,Central Conn. St.
Central Mich.,Chicago St.
Central Mich.,CSU Bakersfield
Weber St.,Central Mich.
Central Mich.,San Jose St.
Central Mich.,Sam Houston St.
TCU,Central Mich.
Central Mich.,Youngstown St.
Central Mich.,Southern Utah
Central Mich.,UMKC
Central Mich.,Jackson St.
Central Mich.,Miami (OH)
Central Mich.,Akron
Bowling Green,Central Mich.
Central Mich.,Northern Ill.
Ball St.,Central Mich.
Akron,Central Mich.
Toledo,Central Mich.
Central Mich.,Eastern Mich.
Central Mich.,Western Mich.
Buffalo,Central Mich.
Bowling Green,Central Mich.
Central Mich.,Ohio
Central Mich.,Kent St.
Central Mich.,Ball St.
Central Mich.,Eastern Mich.
Toledo,Central Mich.
Northern Ill.,Central Mich.
Central Mich.,Western Mich.
Central Mich.,Western Mich.
Central Mich.,Kent St.
Buffalo,Central Mich.
Florida,Charleston So.
Charleston So.,South Carolina St.
Middle Tenn.,Charleston So.
Charleston So.,Coppin St.
Marquette,Charleston So.
North Florida,Charleston So.
Furman,Charleston So.
North Florida,Charleston So.
Clemson,Charleston So.
High Point,Charleston So.
Hampton,Charleston So.
Charleston So.,Longwood
Campbell,Charleston So.
Radford,Charleston So.
Charleston So.,Gardner-Webb
Charleston So.,Presbyterian
Charleston So.,USC Upstate
Winthrop,Charleston So.
Charleston So.,UNC Asheville
Gardner-Webb,Charleston So.
Charleston So.,Radford
Charleston So.,USC Upstate
Winthrop,Charleston So.
Charleston So.,UNC Asheville
Charleston So.,Presbyterian
Charleston So.,USC Upstate
Charleston So.,Winthrop
Radford,Charleston So.
Chattanooga,Charlotte
Charlotte,Oklahoma St.
James Madison,Charlotte
Charlotte,Longwood
Davidson,Charlotte
Col. of Charleston,Charlotte
Wake Forest,Charlotte
NA,NA
Charlotte,East Carolina
TCU,Charlotte
Rhode Island,Charlotte
Colorado,Charlotte
Western Ky.,Charlotte
Marshall,Charlotte
FIU,Charlotte
Charlotte,Fla. Atlantic
Southern Miss.,Charlotte
Charlotte,Louisiana Tech
Old Dominion,Charlotte
UTSA,Charlotte
UTEP,Charlotte
Rice,Charlotte
North Texas,Charlotte
Middle Tenn.,Charlotte
Charlotte,UAB
Old Dominion,Charlotte
Middle Tenn.,Charlotte
Charlotte,UTEP
Rice,Charlotte
Charlotte,Rice
Chattanooga,Charlotte
Eastern Ky.,Chattanooga
South Alabama,Chattanooga
Southeast Mo. St.,Chattanooga
Jacksonville,Chattanooga
Michigan,Chattanooga
Chattanooga,Tennessee Tech
Chattanooga,VMI
Georgia St.,Chattanooga
Ole Miss,Chattanooga
UT Martin,Chattanooga
UNC Greensboro,Chattanooga
Chattanooga,Western Caro.
ETSU,Chattanooga
Chattanooga,Samford
Chattanooga,Mercer
Chattanooga,The Citadel
Furman,Chattanooga
Wofford,Chattanooga
Western Caro.,Chattanooga
ETSU,Chattanooga
Chattanooga,VMI
UNC Greensboro,Chattanooga
Samford,Chattanooga
Chattanooga,The Citadel
Mercer,Chattanooga
Wofford,Chattanooga
Furman,Chattanooga
ETSU,Chattanooga
Indiana,Chicago St.
Notre Dame,Chicago St.
Central Mich.,Chicago St.
Illinois St.,Chicago St.
Akron,Chicago St.
ETSU,Chicago St.
Jackson St.,Chicago St.
Bradley,Chicago St.
Chicago St.,Eastern Ill.
DePaul,Chicago St.
Northwestern,Chicago St.
Western Ill.,Chicago St.
Northern Ill.,Chicago St.
UMKC,Chicago St.
California Baptist,Chicago St.
Grand Canyon,Chicago St.
CSU Bakersfield,Chicago St.
Seattle U,Chicago St.
Utah Valley,Chicago St.
UTRGV,Chicago St.
New Mexico St.,Chicago St.
California Baptist,Chicago St.
CSU Bakersfield,Chicago St.
Grand Canyon,Chicago St.
Utah Valley,Chicago St.
Seattle U,Chicago St.
UTRGV,Chicago St.
New Mexico St.,Chicago St.
UMKC,Chicago St.
New Mexico St.,Chicago St.
Ohio St.,Cincinnati
Cincinnati,N.C. Central
Cincinnati,Milwaukee
Cincinnati,Western Mich.
Cincinnati,George Mason
Cincinnati,Ole Miss
Cincinnati,Ark.-Pine Bluff
Cincinnati,UNLV
Cincinnati,Northern Ky.
Cincinnati,Xavier
Mississippi St.,Cincinnati
Cincinnati,UCLA
Cincinnati,South Carolina St.
Cincinnati,Tulane
East Carolina,Cincinnati
Cincinnati,Tulsa
Cincinnati,UConn
Cincinnati,South Fla.
Cincinnati,Wichita St.
Cincinnati,Tulsa
Cincinnati,Temple
Cincinnati,SMU
Cincinnati,Memphis
Houston,Cincinnati
Cincinnati,Wichita St.
Cincinnati,UCF
Cincinnati,UConn
Cincinnati,SMU
Cincinnati,Memphis
UCF,Cincinnati
Houston,Cincinnati
Cincinnati,SMU
Cincinnati,Wichita St.
NA,NA
Clemson,The Citadel
Clemson,N.C. Central
Clemson,Sam Houston St.
Clemson,Akron
Clemson,Georgia
Creighton,Clemson
Nebraska,Clemson
Clemson,Saint Peter's
Mississippi St.,Clemson
Clemson,Radford
Clemson,Charleston So.
Clemson,South Carolina
Clemson,Lipscomb
Duke,Clemson
Syracuse,Clemson
Virginia,Clemson
Clemson,Georgia Tech
Florida St.,Clemson
NC State,Clemson
Clemson,Pittsburgh
Clemson,Wake Forest
Clemson,Georgia Tech
Clemson,Virginia Tech
Miami (FL),Clemson
Louisville,Clemson
Florida St.,Clemson
Clemson,Boston College
Clemson,Pittsburgh
North Carolina,Clemson
Clemson,Notre Dame
Clemson,Syracuse
NC State,Clemson
Davidson,Cleveland St.
Kent St.,Cleveland St.
Cleveland St.,South Carolina St.
Samford,Cleveland St.
Ohio St.,Cleveland St.
Purdue Fort Wayne,Cleveland St.
DePaul,Cleveland St.
Toledo,Cleveland St.
Cleveland St.,Bowling Green
Illinois St.,Cleveland St.
Cleveland St.,Niagara
Oakland,Cleveland St.
Detroit Mercy,Cleveland St.
Milwaukee,Cleveland St.
Green Bay,Cleveland St.
IUPUI,Cleveland St.
UIC,Cleveland St.
Northern Ky.,Cleveland St.
Wright St.,Cleveland St.
Cleveland St.,Youngstown St.
Detroit Mercy,Cleveland St.
Oakland,Cleveland St.
Green Bay,Cleveland St.
Cleveland St.,Milwaukee
UIC,Cleveland St.
Cleveland St.,IUPUI
Wright St.,Cleveland St.
Cleveland St.,Northern Ky.
Cleveland St.,Youngstown St.
Coastal Caro.,Campbell
Tulane,Coastal Caro.
Manhattan,Coastal Caro.
Coastal Caro.,UNC Asheville
Northern Ky.,Coastal Caro.
South Carolina,Coastal Caro.
Coastal Caro.,Hampton
Wofford,Coastal Caro.
Coastal Caro.,N.C. Central
Col. of Charleston,Coastal Caro.
Coastal Caro.,Troy
South Alabama,Coastal Caro.
Texas St.,Coastal Caro.
UT Arlington,Coastal Caro.
Coastal Caro.,Appalachian St.
Coastal Caro.,Little Rock
Coastal Caro.,Arkansas St.
Coastal Caro.,La.-Monroe
Coastal Caro.,Louisiana
UT Arlington,Coastal Caro.
Texas St.,Coastal Caro.
Appalachian St.,Coastal Caro.
Ga. Southern,Coastal Caro.
Coastal Caro.,Georgia St.
Louisiana,Coastal Caro.
Coastal Caro.,La.-Monroe
Coastal Caro.,South Alabama
Troy,Coastal Caro.
La.-Monroe,Coastal Caro.
Col. of Charleston,Presbyterian
Col. of Charleston,Western Caro.
Col. of Charleston,Rhode Island
Oklahoma St.,Col. of Charleston
LSU,Col. of Charleston
Col. of Charleston,UAB
Col. of Charleston,Memphis
Col. of Charleston,South Carolina St.
Col. of Charleston,Charlotte
Col. of Charleston,VCU
Col. of Charleston,Siena
Col. of Charleston,Coastal Caro.
Col. of Charleston,UNCW
Col. of Charleston,Towson
James Madison,Col. of Charleston
Drexel,Col. of Charleston
Col. of Charleston,Delaware
Northeastern,Col. of Charleston
Hofstra,Col. of Charleston
Col. of Charleston,Elon
Col. of Charleston,William & Mary
Col. of Charleston,James Madison
Col. of Charleston,Towson
Col. of Charleston,Delaware
Col. of Charleston,Drexel
Hofstra,Col. of Charleston
Col. of Charleston,Northeastern
William & Mary,Col. of Charleston
Col. of Charleston,Elon
Col. of Charleston,UNCW
Col. of Charleston,Drexel
Northeastern,Col. of Charleston
NJIT,Colgate
Colgate,Monmouth
Colgate,Cornell
Colgate,Binghamton
Syracuse,Colgate
Colgate,Siena
South Fla.,Colgate
Colgate,FGCU
Colgate,Columbia
Penn St.,Colgate
Colgate,Marist
Pittsburgh,Colgate
Navy,Colgate
Colgate,American
Bucknell,Colgate
Colgate,Lehigh
Army West Point,Colgate
Colgate,Boston U.
Colgate,Lafayette
Loyola Maryland,Colgate
Colgate,Army West Point
Boston U.,Colgate
Colgate,Lehigh
Colgate,Loyola Maryland
Colgate,Holy Cross
Colgate,American
Colgate,Bucknell
Colgate,Navy
Colgate,Holy Cross
Colgate,Lafayette
Colgate,Boston U.
Colgate,Navy
Colgate,Bucknell
Colorado,Drake
Colorado,Omaha
San Diego,Colorado
Colorado,Air Force
Colorado,Portland
Colorado,Colorado St.
Colorado,South Dakota
Colorado,UIC
Colorado,New Mexico
Indiana St.,Colorado
Hawaii,Colorado
Colorado,Charlotte
Arizona,Colorado
Arizona St.,Colorado
Colorado,Washington St.
Washington,Colorado
Utah,Colorado
Colorado,California
Stanford,Colorado
Oregon St.,Colorado
Colorado,Oregon
Colorado,UCLA
Colorado,Southern California
Colorado,Arizona St.
Colorado,Arizona
Washington St.,Colorado
Washington,Colorado
Colorado,Utah
Colorado,UCLA
Colorado,Southern California
Colorado,California
Colorado,Oregon St.
Washington,Colorado
Colorado St.,Ark.-Pine Bluff
Colorado St.,Montana St.
Louisiana,Colorado St.
Colorado St.,FGCU
South Dakota St.,Colorado St.
Southern Ill.,Colorado St.
Colorado,Colorado St.
Arkansas,Colorado St.
Colorado St.,Sam Houston St.
South Dakota,Colorado St.
Long Beach St.,Colorado St.
New Mexico St.,Colorado St.
UNLV,Colorado St.
Fresno St.,Colorado St.
Colorado St.,Air Force
Colorado St.,New Mexico
Utah St.,Colorado St.
Nevada,Colorado St.
Colorado St.,Fresno St.
Boise St.,Colorado St.
Colorado St.,Air Force
Nevada,Colorado St.
Wyoming,Colorado St.
San Diego St.,Colorado St.
Colorado St.,San Jose St.
Colorado St.,Wyoming
Colorado St.,Boise St.
New Mexico,Colorado St.
Utah St.,Colorado St.
UNLV,Colorado St.
Boise St.,Colorado St.
Marist,Columbia
Youngstown St.,Columbia
FIU,Columbia
Fordham,Columbia
Delaware,Columbia
Colgate,Columbia
Columbia,Bryant
Columbia,Iona
Boston College,Columbia
Rutgers,Columbia
Northwestern,Columbia
Columbia,Binghamton
Cornell,Columbia
Columbia,Cornell
Princeton,Columbia
Penn,Columbia
Harvard,Columbia
Dartmouth,Columbia
Yale,Columbia
Brown,Columbia
Columbia,Penn
Princeton,Columbia
Columbia,Brown
Columbia,Yale
Columbia,Dartmouth
Harvard,Columbia
Wisconsin,Coppin St.
Dayton,Coppin St.
Navy,Coppin St.
Virginia,Coppin St.
Rider,Coppin St.
Wofford,Coppin St.
Charleston So.,Coppin St.
James Madison,Coppin St.
UMBC,Coppin St.
Richmond,Coppin St.
Tennessee St.,Coppin St.
UNC Greensboro,Coppin St.
La.-Monroe,Coppin St.
Houston,Coppin St.
Notre Dame,Coppin St.
Coppin St.,Savannah St.
Coppin St.,Delaware St.
Norfolk St.,Coppin St.
South Carolina St.,Coppin St.
Coppin St.,N.C. Central
N.C. A&T,Coppin St.
Florida A&M,Coppin St.
Coppin St.,Bethune-Cookman
Coppin St.,Morgan St.
Savannah St.,Coppin St.
South Carolina St.,Coppin St.
Coppin St.,UMES
Howard,Coppin St.
Delaware St.,Coppin St.
Norfolk St.,Coppin St.
Coppin St.,Morgan St.
Coppin St.,Morgan St.
N.C. A&T,Coppin St.
Cornell,Binghamton
Colgate,Cornell
Delaware,Cornell
Cornell,NJIT
UConn,Cornell
Cornell,Lafayette
Syracuse,Cornell
Niagara,Cornell
Cornell,Longwood
Toledo,Cornell
SMU,Cornell
Cornell,Navy
Wake Forest,Cornell
Cornell,Towson
Cornell,Columbia
Columbia,Cornell
Cornell,Penn
Princeton,Cornell
Cornell,Dartmouth
Cornell,Harvard
Cornell,Brown
Yale,Cornell
Princeton,Cornell
Penn,Cornell
Yale,Cornell
Brown,Cornell
Cornell,Harvard
Cornell,Dartmouth
Creighton,Western Ill.
Creighton,ETSU
Ohio St.,Creighton
Creighton,Boise St.
Creighton,Georgia St.
Creighton,Clemson
Creighton,Montana
Gonzaga,Creighton
Nebraska,Creighton
Creighton,Green Bay
Oklahoma,Creighton
Creighton,UMKC
Creighton,Providence
Butler,Creighton
Marquette,Creighton
Villanova,Creighton
St. John's (NY),Creighton
Creighton,Georgetown
Creighton,Butler
St. John's (NY),Creighton
Creighton,Xavier
Villanova,Creighton
Seton Hall,Creighton
Xavier,Creighton
Seton Hall,Creighton
Creighton,DePaul
NA,NA
Creighton,Marquette
Creighton,Providence
Creighton,DePaul
Xavier,Creighton
TCU,CSU Bakersfield
Central Mich.,CSU Bakersfield
CSU Bakersfield,San Jose St.
CSU Bakersfield,Weber St.
Southern California,CSU Bakersfield
South Dakota,CSU Bakersfield
CSU Bakersfield,Idaho
CSU Bakersfield,Lamar University
CSU Bakersfield,Cal Poly
CSU Bakersfield,Portland St.
Gonzaga,CSU Bakersfield
CSU Bakersfield,Seattle U
CSU Bakersfield,Utah Valley
CSU Bakersfield,UTRGV
New Mexico St.,CSU Bakersfield
CSU Bakersfield,UMKC
CSU Bakersfield,Chicago St.
CSU Bakersfield,California Baptist
Grand Canyon,CSU Bakersfield
New Mexico St.,CSU Bakersfield
UTRGV,CSU Bakersfield
CSU Bakersfield,Chicago St.
UMKC,CSU Bakersfield
California Baptist,CSU Bakersfield
Grand Canyon,CSU Bakersfield
Seattle U,CSU Bakersfield
Utah Valley,CSU Bakersfield
UTRGV,CSU Bakersfield
New Mexico,CSUN
Loyola Marymount,CSUN
Portland,CSUN
CSUN,Tennessee St.
Washington St.,CSUN
Sacramento St.,CSUN
CSUN,Pepperdine
San Diego,CSUN
Pacific,CSUN
New Mexico St.,CSUN
CSUN,SIUE
CSUN,Rider
CSUN,Morgan St.
San Diego St.,CSUN
Yale,CSUN
CSUN,UC Riverside
CSUN,Cal Poly
Hawaii,CSUN
UC Irvine,CSUN
CSUN,Long Beach St.
Cal St. Fullerton,CSUN
CSUN,Cal Poly
UC Santa Barbara,CSUN
UC Davis,CSUN
Cal St. Fullerton,CSUN
Long Beach St.,CSUN
CSUN,UC Davis
CSUN,UC Riverside
CSUN,Hawaii
UC Santa Barbara,CSUN
UC Irvine,CSUN
UC Santa Barbara,CSUN
Davidson,Dartmouth
Dartmouth,Loyola Maryland
Buffalo,Dartmouth
San Francisco,Dartmouth
Marist,Dartmouth
Dartmouth,Albany (NY)
Quinnipiac,Dartmouth
Dartmouth,Maine
Dartmouth,Sacred Heart
Dartmouth,Boston U.
Dartmouth,Albany (NY)
Bryant,Dartmouth
Dartmouth,New Hampshire
Vermont,Dartmouth
Dartmouth,Harvard
Harvard,Dartmouth
Brown,Dartmouth
Yale,Dartmouth
Cornell,Dartmouth
Dartmouth,Columbia
Penn,Dartmouth
Princeton,Dartmouth
Yale,Dartmouth
Brown,Dartmouth
Princeton,Dartmouth
Penn,Dartmouth
Columbia,Dartmouth
Cornell,Dartmouth
Davidson,Cleveland St.
Davidson,Dartmouth
Davidson,Wichita St.
Purdue,Davidson
Davidson,Northeastern
Davidson,Northeastern
Davidson,Charlotte
Davidson,UNCW
Davidson,Winthrop
Temple,Davidson
Wake Forest,Davidson
North Carolina,Davidson
Davidson,Duquesne
Davidson,George Mason
Davidson,VCU
Saint Joseph's,Davidson
Davidson,Richmond
Davidson,George Washington
Davidson,Saint Louis
Davidson,St. Bonaventure
Davidson,Rhode Island
Massachusetts,Davidson
Davidson,Fordham
Davidson,Saint Joseph's
Dayton,Davidson
Davidson,Rhode Island
La Salle,Davidson
Davidson,Fordham
Davidson,St. Bonaventure
Davidson,Richmond
Davidson,Saint Joseph's
Saint Louis,Davidson
Dayton,North Florida
Dayton,Coppin St.
Dayton,Purdue Fort Wayne
Dayton,Butler
Virginia,Dayton
Oklahoma,Dayton
Mississippi St.,Dayton
Dayton,Detroit Mercy
Auburn,Dayton
Tulsa,Dayton
Dayton,Western Mich.
Dayton,Presbyterian
Dayton,Ga. Southern
Dayton,Richmond
Dayton,George Washington
Dayton,Massachusetts
VCU,Dayton
Dayton,St. Bonaventure
George Mason,Dayton
Dayton,Fordham
Dayton,Saint Joseph's
Dayton,Duquesne
Saint Louis,Dayton
Dayton,Rhode Island
VCU,Dayton
Dayton,Davidson
Dayton,Saint Louis
Dayton,Massachusetts
Rhode Island,Dayton
Dayton,La Salle
Dayton,Duquesne
Saint Louis,Dayton
Maryland,Delaware
Delaware,Saint Peter's
Delaware,Cornell
UNC Greensboro,Delaware
Delaware,Louisiana Tech
Delaware,UMES
Delaware,Columbia
Navy,Delaware
Delaware,Saint Francis (PA)
Stony Brook,Delaware
Delaware St.,Delaware
Hofstra,Delaware
Delaware,Northeastern
Delaware,William & Mary
Delaware,Elon
Delaware,UNCW
Col. of Charleston,Delaware
Delaware,James Madison
Towson,Delaware
Delaware,Drexel
Elon,Delaware
William & Mary,Delaware
Col. of Charleston,Delaware
Delaware,UNCW
Delaware,Towson
James Madison,Delaware
Drexel,Delaware
Northeastern,Delaware
Hofstra,Delaware
Delaware,William & Mary
Hofstra,Delaware
East Carolina,Delaware St.
Grand Canyon,Delaware St.
Loyola Maryland,Delaware St.
Longwood,Delaware St.
Washington St.,Delaware St.
Penn,Delaware St.
St. Bonaventure,Delaware St.
Jacksonville St.,Delaware St.
Delaware St.,Delaware
Weber St.,Delaware St.
Ball St.,Delaware St.
Norfolk St.,Delaware St.
Coppin St.,Delaware St.
N.C. A&T,Delaware St.
N.C. Central,Delaware St.
Bethune-Cookman,Delaware St.
Florida A&M,Delaware St.
Howard,Delaware St.
Savannah St.,Delaware St.
Delaware St.,South Carolina St.
N.C. A&T,Delaware St.
N.C. Central,Delaware St.
UMES,Delaware St.
Delaware St.,Coppin St.
Morgan St.,Delaware St.
Norfolk St.,Delaware St.
UMES,Delaware St.
Delaware St.,Savannah St.
N.C. Central,Delaware St.
Denver,Maine
Kansas St.,Denver
Abilene Christian,Denver
Seattle U,Denver
Denver,Longwood
Fairfield,Denver
Northern Colo.,Denver
Utah Valley,Denver
Air Force,Denver
Denver,Wyoming
UC Irvine,Denver
Denver,Montana St.
Gonzaga,Denver
Omaha,Denver
Western Ill.,Denver
South Dakota,Denver
North Dakota,Denver
South Dakota St.,Denver
Denver,North Dakota St.
Denver,Oral Roberts
Purdue Fort Wayne,Denver
South Dakota St.,Denver
Oral Roberts,Denver
North Dakota St.,Denver
Purdue Fort Wayne,Denver
South Dakota,Denver
North Dakota,Denver
Denver,Western Ill.
Omaha,Denver
DePaul,Bethune-Cookman
